folder_name,candidate_id,function_name,status,gate_status,fail,very_suspicious,suspicious,mildly_suspicious,unusual,normalish,normal,total_results,score_file,stream_file,report_file
candidate_0023450,23451,TwistCandidate_23451,REPORT,TOO_MANY_FAIL,4,1,0,1,1,0,39,46,secret_34_outputs_retry/workspace/candidate_0023450/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0023450/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0023450/practrand_b_034BLK.txt
candidate_0023691,23692,TwistCandidate_23692,REPORT,TOO_MANY_FAIL,3,1,0,0,2,0,40,46,secret_34_outputs_retry/workspace/candidate_0023691/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0023691/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0023691/practrand_b_034BLK.txt
candidate_0024158,24159,TwistCandidate_24159,REPORT,TOO_MANY_SUSPICIOUS,0,0,1,2,0,0,43,46,secret_34_outputs_retry/workspace/candidate_0024158/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0024158/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0024158/practrand_b_034BLK.txt
candidate_0024560,24561,TwistCandidate_24561,REPORT,TOO_MANY_FAIL,2,1,1,0,0,0,42,46,secret_34_outputs_retry/workspace/candidate_0024560/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0024560/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0024560/practrand_b_034BLK.txt
candidate_0024768,24769,TwistCandidate_24769,REPORT,TOO_MANY_FAIL,3,1,0,1,1,0,40,46,secret_34_outputs_retry/workspace/candidate_0024768/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0024768/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0024768/practrand_b_034BLK.txt
candidate_0024780,24781,TwistCandidate_24781,REPORT,TOO_MANY_FAIL,4,1,1,0,1,0,39,46,secret_34_outputs_retry/workspace/candidate_0024780/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0024780/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0024780/practrand_b_034BLK.txt
candidate_0024885,24886,TwistCandidate_24886,REPORT,TOO_MANY_FAIL,4,5,4,1,1,0,31,46,secret_34_outputs_retry/workspace/candidate_0024885/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0024885/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0024885/practrand_b_034BLK.txt
candidate_0024905,24906,TwistCandidate_24906,REPORT,TOO_MANY_FAIL,4,1,3,2,2,0,34,46,secret_34_outputs_retry/workspace/candidate_0024905/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0024905/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0024905/practrand_b_034BLK.txt
candidate_0025104,25105,TwistCandidate_25105,REPORT,TOO_MANY_FAIL,3,0,1,0,0,0,42,46,secret_34_outputs_retry/workspace/candidate_0025104/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0025104/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0025104/practrand_b_034BLK.txt
candidate_0025891,25892,TwistCandidate_25892,REPORT,PASS,0,2,0,0,0,0,44,46,secret_34_outputs_retry/workspace/candidate_0025891/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0025891/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0025891/practrand_b_034BLK.txt
candidate_0025972,25973,TwistCandidate_25973,REPORT,TOO_MANY_FAIL,4,0,0,0,1,0,41,46,secret_34_outputs_retry/workspace/candidate_0025972/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0025972/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0025972/practrand_b_034BLK.txt
candidate_0026069,26070,TwistCandidate_26070,REPORT,TOO_MANY_FAIL,4,1,0,3,2,0,36,46,secret_34_outputs_retry/workspace/candidate_0026069/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0026069/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0026069/practrand_b_034BLK.txt
candidate_0026106,26107,TwistCandidate_26107,REPORT,TOO_MANY_FAIL,4,3,3,1,2,0,33,46,secret_34_outputs_retry/workspace/candidate_0026106/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0026106/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0026106/practrand_b_034BLK.txt
candidate_0026466,26467,TwistCandidate_26467,REPORT,TOO_MANY_FAIL,2,1,0,0,0,0,43,46,secret_34_outputs_retry/workspace/candidate_0026466/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0026466/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0026466/practrand_b_034BLK.txt
candidate_0026596,26597,TwistCandidate_26597,REPORT,TOO_MANY_FAIL,4,0,1,3,2,0,36,46,secret_34_outputs_retry/workspace/candidate_0026596/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0026596/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0026596/practrand_b_034BLK.txt
candidate_0026784,26785,TwistCandidate_26785,REPORT,TOO_MANY_FAIL,4,0,1,2,2,0,37,46,secret_34_outputs_retry/workspace/candidate_0026784/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0026784/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0026784/practrand_b_034BLK.txt
candidate_0026900,26901,TwistCandidate_26901,REPORT,TOO_MANY_FAIL,4,3,2,3,1,0,33,46,secret_34_outputs_retry/workspace/candidate_0026900/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0026900/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0026900/practrand_b_034BLK.txt
candidate_0026946,26947,TwistCandidate_26947,REPORT,TOO_MANY_FAIL,3,1,0,0,2,0,40,46,secret_34_outputs_retry/workspace/candidate_0026946/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0026946/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0026946/practrand_b_034BLK.txt
candidate_0027162,27163,TwistCandidate_27163,REPORT,TOO_MANY_FAIL,4,0,0,0,1,0,41,46,secret_34_outputs_retry/workspace/candidate_0027162/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0027162/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0027162/practrand_b_034BLK.txt
candidate_0028330,28331,TwistCandidate_28331,REPORT,TOO_MANY_FAIL,4,2,3,1,1,0,35,46,secret_34_outputs_retry/workspace/candidate_0028330/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0028330/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0028330/practrand_b_034BLK.txt
candidate_0028376,28377,TwistCandidate_28377,REPORT,TOO_MANY_FAIL,4,2,1,2,1,0,36,46,secret_34_outputs_retry/workspace/candidate_0028376/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0028376/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0028376/practrand_b_034BLK.txt
candidate_0029520,29521,TwistCandidate_29521,REPORT,TOO_MANY_FAIL,3,1,0,0,2,0,40,46,secret_34_outputs_retry/workspace/candidate_0029520/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0029520/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0029520/practrand_b_034BLK.txt
candidate_0029627,29628,TwistCandidate_29628,REPORT,TOO_MANY_FAIL,3,1,0,0,1,0,41,46,secret_34_outputs_retry/workspace/candidate_0029627/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0029627/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0029627/practrand_b_034BLK.txt
candidate_0030213,30214,TwistCandidate_30214,REPORT,TOO_MANY_FAIL,4,0,0,1,0,0,41,46,secret_34_outputs_retry/workspace/candidate_0030213/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0030213/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0030213/practrand_b_034BLK.txt
candidate_0030389,30390,TwistCandidate_30390,REPORT,TOO_MANY_FAIL,1,2,1,0,0,0,42,46,secret_34_outputs_retry/workspace/candidate_0030389/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0030389/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0030389/practrand_b_034BLK.txt
candidate_0030432,30433,TwistCandidate_30433,REPORT,TOO_MANY_FAIL,4,4,4,3,1,0,30,46,secret_34_outputs_retry/workspace/candidate_0030432/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0030432/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0030432/practrand_b_034BLK.txt
candidate_0030548,30549,TwistCandidate_30549,REPORT,TOO_MANY_FAIL,4,1,1,0,1,0,39,46,secret_34_outputs_retry/workspace/candidate_0030548/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0030548/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0030548/practrand_b_034BLK.txt
candidate_0031055,31056,TwistCandidate_31056,REPORT,TOO_MANY_SUSPICIOUS,0,2,1,1,1,0,41,46,secret_34_outputs_retry/workspace/candidate_0031055/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0031055/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0031055/practrand_b_034BLK.txt
candidate_0031116,31117,TwistCandidate_31117,REPORT,TOO_MANY_FAIL,4,0,0,2,1,0,39,46,secret_34_outputs_retry/workspace/candidate_0031116/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0031116/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0031116/practrand_b_034BLK.txt
candidate_0032082,32083,TwistCandidate_32083,REPORT,TOO_MANY_FAIL,5,5,2,1,0,0,33,46,secret_34_outputs_retry/workspace/candidate_0032082/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0032082/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0032082/practrand_b_034BLK.txt
candidate_0032130,32131,TwistCandidate_32131,REPORT,TOO_MANY_FAIL,4,2,0,2,4,0,34,46,secret_34_outputs_retry/workspace/candidate_0032130/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0032130/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0032130/practrand_b_034BLK.txt
candidate_0032595,32596,TwistCandidate_32596,REPORT,TOO_MANY_FAIL,3,1,0,0,0,0,42,46,secret_34_outputs_retry/workspace/candidate_0032595/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0032595/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0032595/practrand_b_034BLK.txt
candidate_0032790,32791,TwistCandidate_32791,REPORT,TOO_MANY_FAIL,4,1,0,2,1,0,38,46,secret_34_outputs_retry/workspace/candidate_0032790/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0032790/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0032790/practrand_b_034BLK.txt
candidate_0033493,33494,TwistCandidate_33494,REPORT,TOO_MANY_FAIL,4,0,0,0,1,0,41,46,secret_34_outputs_retry/workspace/candidate_0033493/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0033493/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0033493/practrand_b_034BLK.txt
candidate_0034248,34249,TwistCandidate_34249,REPORT,TOO_MANY_FAIL,3,1,1,0,2,0,39,46,secret_34_outputs_retry/workspace/candidate_0034248/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0034248/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0034248/practrand_b_034BLK.txt
candidate_0034340,34341,TwistCandidate_34341,REPORT,TOO_MANY_FAIL,4,1,0,3,2,0,36,46,secret_34_outputs_retry/workspace/candidate_0034340/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0034340/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0034340/practrand_b_034BLK.txt
candidate_0034761,34762,TwistCandidate_34762,REPORT,TOO_MANY_FAIL,2,1,1,0,1,0,41,46,secret_34_outputs_retry/workspace/candidate_0034761/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0034761/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0034761/practrand_b_034BLK.txt
candidate_0035634,35635,TwistCandidate_35635,REPORT,TOO_MANY_FAIL,3,1,0,0,0,0,42,46,secret_34_outputs_retry/workspace/candidate_0035634/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0035634/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0035634/practrand_b_034BLK.txt
candidate_0036003,36004,TwistCandidate_36004,REPORT,TOO_MANY_FAIL,3,1,0,1,2,0,39,46,secret_34_outputs_retry/workspace/candidate_0036003/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0036003/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0036003/practrand_b_034BLK.txt
candidate_0036246,36247,TwistCandidate_36247,REPORT,TOO_MANY_FAIL,4,3,0,2,0,0,37,46,secret_34_outputs_retry/workspace/candidate_0036246/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0036246/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0036246/practrand_b_034BLK.txt
candidate_0036277,36278,TwistCandidate_36278,REPORT,TOO_MANY_FAIL,4,0,1,2,1,0,38,46,secret_34_outputs_retry/workspace/candidate_0036277/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0036277/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0036277/practrand_b_034BLK.txt
candidate_0036863,36864,TwistCandidate_36864,REPORT,TOO_MANY_FAIL,3,1,2,2,0,0,38,46,secret_34_outputs_retry/workspace/candidate_0036863/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0036863/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0036863/practrand_b_034BLK.txt
candidate_0036949,36950,TwistCandidate_36950,REPORT,TOO_MANY_FAIL,4,0,0,1,0,0,41,46,secret_34_outputs_retry/workspace/candidate_0036949/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0036949/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0036949/practrand_b_034BLK.txt
candidate_0037369,37370,TwistCandidate_37370,REPORT,TOO_MANY_FAIL,5,6,2,1,0,0,32,46,secret_34_outputs_retry/workspace/candidate_0037369/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0037369/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0037369/practrand_b_034BLK.txt
candidate_0037588,37589,TwistCandidate_37589,REPORT,TOO_MANY_FAIL,4,0,1,1,2,0,38,46,secret_34_outputs_retry/workspace/candidate_0037588/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0037588/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0037588/practrand_b_034BLK.txt
candidate_0037679,37680,TwistCandidate_37680,REPORT,TOO_MANY_FAIL,5,2,1,1,1,0,36,46,secret_34_outputs_retry/workspace/candidate_0037679/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0037679/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0037679/practrand_b_034BLK.txt
candidate_0037895,37896,TwistCandidate_37896,REPORT,TOO_MANY_FAIL,3,2,3,1,0,0,37,46,secret_34_outputs_retry/workspace/candidate_0037895/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0037895/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0037895/practrand_b_034BLK.txt
candidate_0038000,38001,TwistCandidate_38001,REPORT,TOO_MANY_FAIL,4,0,1,2,0,0,39,46,secret_34_outputs_retry/workspace/candidate_0038000/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0038000/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0038000/practrand_b_034BLK.txt
candidate_0038004,38005,TwistCandidate_38005,REPORT,TOO_MANY_FAIL,3,1,0,0,1,0,41,46,secret_34_outputs_retry/workspace/candidate_0038004/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0038004/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0038004/practrand_b_034BLK.txt
candidate_0038027,38028,TwistCandidate_38028,REPORT,TOO_MANY_FAIL,4,1,2,1,1,0,37,46,secret_34_outputs_retry/workspace/candidate_0038027/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0038027/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0038027/practrand_b_034BLK.txt
candidate_0038206,38207,TwistCandidate_38207,REPORT,TOO_MANY_FAIL,4,2,0,0,1,0,39,46,secret_34_outputs_retry/workspace/candidate_0038206/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0038206/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0038206/practrand_b_034BLK.txt
candidate_0038284,38285,TwistCandidate_38285,REPORT,TOO_MANY_FAIL,4,0,0,1,1,0,40,46,secret_34_outputs_retry/workspace/candidate_0038284/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0038284/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0038284/practrand_b_034BLK.txt
candidate_0038807,38808,TwistCandidate_38808,REPORT,TOO_MANY_FAIL,4,0,0,0,1,0,41,46,secret_34_outputs_retry/workspace/candidate_0038807/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0038807/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0038807/practrand_b_034BLK.txt
candidate_0039400,39401,TwistCandidate_39401,REPORT,TOO_MANY_FAIL,1,2,0,1,0,0,42,46,secret_34_outputs_retry/workspace/candidate_0039400/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0039400/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0039400/practrand_b_034BLK.txt
candidate_0039474,39475,TwistCandidate_39475,REPORT,TOO_MANY_FAIL,4,0,0,0,0,0,42,46,secret_34_outputs_retry/workspace/candidate_0039474/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0039474/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0039474/practrand_b_034BLK.txt
candidate_0039741,39742,TwistCandidate_39742,REPORT,TOO_MANY_FAIL,4,0,1,2,0,0,39,46,secret_34_outputs_retry/workspace/candidate_0039741/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0039741/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0039741/practrand_b_034BLK.txt
candidate_0040317,40318,TwistCandidate_40318,REPORT,TOO_MANY_FAIL,4,0,1,0,0,0,41,46,secret_34_outputs_retry/workspace/candidate_0040317/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0040317/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0040317/practrand_b_034BLK.txt
candidate_0040750,40751,TwistCandidate_40751,REPORT,TOO_MANY_SUSPICIOUS,0,1,3,0,0,0,42,46,secret_34_outputs_retry/workspace/candidate_0040750/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0040750/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0040750/practrand_b_034BLK.txt
candidate_0041625,41626,TwistCandidate_41626,REPORT,TOO_MANY_FAIL,3,1,0,0,2,0,40,46,secret_34_outputs_retry/workspace/candidate_0041625/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0041625/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0041625/practrand_b_034BLK.txt
candidate_0041647,41648,TwistCandidate_41648,REPORT,TOO_MANY_FAIL,3,1,0,1,1,0,40,46,secret_34_outputs_retry/workspace/candidate_0041647/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0041647/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0041647/practrand_b_034BLK.txt
candidate_0041758,41759,TwistCandidate_41759,REPORT,TOO_MANY_FAIL,4,0,2,2,0,0,38,46,secret_34_outputs_retry/workspace/candidate_0041758/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0041758/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0041758/practrand_b_034BLK.txt
candidate_0042203,42204,TwistCandidate_42204,REPORT,TOO_MANY_FAIL,4,0,0,1,1,0,40,46,secret_34_outputs_retry/workspace/candidate_0042203/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0042203/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0042203/practrand_b_034BLK.txt
candidate_0043302,43303,TwistCandidate_43303,REPORT,TOO_MANY_FAIL,4,5,0,1,3,0,33,46,secret_34_outputs_retry/workspace/candidate_0043302/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0043302/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0043302/practrand_b_034BLK.txt
candidate_0043631,43632,TwistCandidate_43632,REPORT,TOO_MANY_FAIL,1,2,0,1,1,0,41,46,secret_34_outputs_retry/workspace/candidate_0043631/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0043631/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0043631/practrand_b_034BLK.txt
candidate_0043963,43964,TwistCandidate_43964,REPORT,TOO_MANY_FAIL,4,1,0,3,3,0,35,46,secret_34_outputs_retry/workspace/candidate_0043963/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0043963/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0043963/practrand_b_034BLK.txt
candidate_0044032,44033,TwistCandidate_44033,REPORT,TOO_MANY_FAIL,3,1,0,0,1,0,41,46,secret_34_outputs_retry/workspace/candidate_0044032/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0044032/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0044032/practrand_b_034BLK.txt
candidate_0044267,44268,TwistCandidate_44268,REPORT,TOO_MANY_FAIL,2,1,1,0,0,0,42,46,secret_34_outputs_retry/workspace/candidate_0044267/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0044267/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0044267/practrand_b_034BLK.txt
candidate_0044442,44443,TwistCandidate_44443,REPORT,TOO_MANY_FAIL,4,0,0,0,1,0,41,46,secret_34_outputs_retry/workspace/candidate_0044442/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0044442/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0044442/practrand_b_034BLK.txt
candidate_0044754,44755,TwistCandidate_44755,REPORT,PASS,0,0,0,0,3,0,43,46,secret_34_outputs_retry/workspace/candidate_0044754/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0044754/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0044754/practrand_b_034BLK.txt
candidate_0044894,44895,TwistCandidate_44895,REPORT,TOO_MANY_FAIL,4,0,1,0,1,0,40,46,secret_34_outputs_retry/workspace/candidate_0044894/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0044894/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0044894/practrand_b_034BLK.txt
candidate_0045362,45363,TwistCandidate_45363,REPORT,TOO_MANY_FAIL,5,2,0,2,0,0,37,46,secret_34_outputs_retry/workspace/candidate_0045362/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0045362/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0045362/practrand_b_034BLK.txt
candidate_0045645,45646,TwistCandidate_45646,REPORT,TOO_MANY_FAIL,4,0,0,0,2,0,40,46,secret_34_outputs_retry/workspace/candidate_0045645/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0045645/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0045645/practrand_b_034BLK.txt
candidate_0045823,45824,TwistCandidate_45824,REPORT,TOO_MANY_FAIL,4,0,0,0,1,0,41,46,secret_34_outputs_retry/workspace/candidate_0045823/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0045823/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0045823/practrand_b_034BLK.txt
candidate_0046256,46257,TwistCandidate_46257,REPORT,TOO_MANY_FAIL,5,4,1,1,1,0,34,46,secret_34_outputs_retry/workspace/candidate_0046256/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0046256/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0046256/practrand_b_034BLK.txt
candidate_0046365,46366,TwistCandidate_46366,REPORT,TOO_MANY_FAIL,4,2,1,2,1,0,36,46,secret_34_outputs_retry/workspace/candidate_0046365/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0046365/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0046365/practrand_b_034BLK.txt
candidate_0046479,46480,TwistCandidate_46480,REPORT,TOO_MANY_FAIL,4,2,0,0,0,0,40,46,secret_34_outputs_retry/workspace/candidate_0046479/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0046479/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0046479/practrand_b_034BLK.txt
candidate_0046800,46801,TwistCandidate_46801,REPORT,TOO_MANY_FAIL,4,1,0,1,1,0,39,46,secret_34_outputs_retry/workspace/candidate_0046800/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0046800/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0046800/practrand_b_034BLK.txt
candidate_0046907,46908,TwistCandidate_46908,REPORT,TOO_MANY_FAIL,3,1,0,2,0,0,40,46,secret_34_outputs_retry/workspace/candidate_0046907/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0046907/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0046907/practrand_b_034BLK.txt
candidate_0047896,47897,TwistCandidate_47897,REPORT,PASS,0,0,0,0,1,0,45,46,secret_34_outputs_retry/workspace/candidate_0047896/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0047896/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0047896/practrand_b_034BLK.txt
